window_id,row_id,packet_id_start,packet_id_end,time_start,time_end,window_run_id,window_run_count,window_run_mixed,window_packet_count,duration_sec,length_mean,length_std,length_min,length_max,length_q25,length_q50,length_q75,info_len_mean,info_len_std,info_len_max,src_unique,dst_unique,proto_unique,src_entropy,dst_entropy,proto_entropy,missing_source_ratio,broadcast_dst_ratio,ra_marker_ratio,bssid_marker_ratio,ip_endpoint_ratio,attack_packet_count,attack_packet_ratio,window_label_rule,window_no_attack_count,window_deauth_count,window_wpa2_count,window_tello_count,y_bin,y_attack_type,y_attack_type_name,y_risk,y_risk_name,attack_scenario_meta,packet_attack_type_mode_meta,session_id,split,proto_802_11_count,proto_802_11_ratio,proto_udp_count,proto_udp_ratio,proto_eapol_count,proto_eapol_ratio,proto_icmp_count,proto_icmp_ratio,info_tok_ack_count,info_tok_ack_ratio,info_tok_deauthentication_count,info_tok_deauthentication_ratio,info_tok_authentication_count,info_tok_authentication_ratio,info_tok_eapol_count,info_tok_eapol_ratio,info_tok_beacon_count,info_tok_beacon_ratio,info_tok_probe_count,info_tok_probe_ratio,info_tok_request_count,info_tok_request_ratio,info_tok_response_count,info_tok_response_ratio,info_tok_data_count,info_tok_data_ratio,info_tok_null_count,info_tok_null_ratio,info_tok_qos_count,info_tok_qos_ratio,info_tok_udp_count,info_tok_udp_ratio,info_tok_icmp_count,info_tok_icmp_ratio,info_tok_exploit_count,info_tok_exploit_ratio,info_tok_api_count,info_tok_api_ratio,info_tok_sae_count,info_tok_sae_ratio,info_tok_handshake_count,info_tok_handshake_ratio
0,0,0,15,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,29.0,3.872983346207417,28.0,44.0,28.0,28.0,28.0,32.625,6.2935979375870525,57.0,1,3,1,-0.0,1.014097655573916,-0.0,0.9375,0.0,0.9375,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00000,train,16,1.0,0,0.0,0,0.0,0,0.0,15,0.9375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0625,1,0.0625,1,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1,16,31,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,31.0,0.0,31.0,0,1,1,0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00001,train,16,1.0,0,0.0,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2,2,32,47,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,31.0,0.0,31.0,0,1,1,0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00002,train,16,1.0,0,0.0,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3,3,48,63,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,31.0,0.0,31.0,0,2,1,0.0,0.3372900666170139,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00003,train,16,1.0,0,0.0,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4,4,64,79,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,29.0,3.872983346207417,28.0,44.0,28.0,28.0,28.0,32.625,6.2935979375870525,57.0,1,3,1,-0.0,0.8683927290103626,-0.0,0.9375,0.0,0.9375,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00004,train,16,1.0,0,0.0,0,0.0,0,0.0,15,0.9375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0625,1,0.0625,1,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5,5,80,95,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,36.25,28.088031258883206,28.0,144.0,28.0,28.0,28.0,35.0,10.793516572461451,69.0,2,4,1,1.0,1.186278124459133,-0.0,0.875,0.0625,0.875,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00005,train,16,1.0,0,0.0,0,0.0,0,0.0,14,0.875,0,0.0,0,0.0,0,0.0,1,0.0625,0,0.0,0,0.0,0,0.0,1,0.0625,1,0.0625,1,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
6,6,96,111,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,31.0,0.0,31.0,0,1,1,0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00006,train,16,1.0,0,0.0,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
7,7,112,127,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,31.0,0.0,31.0,0,2,1,0.0,0.3372900666170139,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00007,train,16,1.0,0,0.0,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
8,8,128,143,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,31.0,0.0,31.0,0,2,1,0.0,0.3372900666170139,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00008,train,16,1.0,0,0.0,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
9,9,144,159,2021-09-12 04:34:00,2021-09-12 04:34:00,run_0001__No_Attack,1,0,16,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,31.0,0.0,31.0,0,1,1,0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,highest_risk,16,0,0,0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00009,train,16,1.0,0,0.0,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
