run_id,run_key,session_id,window_index_in_session,window_packet_count,packet_id_start,packet_id_end,time_start,time_end,attack_scenario_meta,packet_attack_type_mode_meta,attack_packet_count,attack_packet_ratio,y_bin,y_attack_type,y_attack_type_name,y_risk,y_risk_name,cnt_no_attack,cnt_wifi_deauthentication_attack,cnt_wpa2_psk_wifi_cracking_attack,cnt_tello_api_exploit,length_mean,length_std,length_min,length_max,length_q25,length_q50,length_q75,length_n_nonnull,sn_mean,sn_std,sn_min,sn_max,sn_q25,sn_q50,sn_q75,sn_n_nonnull,fn_mean,fn_std,fn_min,fn_max,fn_q25,fn_q50,fn_q75,fn_n_nonnull,udp_payload_len_info_mean,udp_payload_len_info_std,udp_payload_len_info_min,udp_payload_len_info_max,udp_payload_len_info_q25,udp_payload_len_info_q50,udp_payload_len_info_q75,udp_payload_len_info_n_nonnull,src_port_info_mean,src_port_info_std,src_port_info_min,src_port_info_max,src_port_info_q25,src_port_info_q50,src_port_info_q75,src_port_info_n_nonnull,dst_port_info_mean,dst_port_info_std,dst_port_info_min,dst_port_info_max,dst_port_info_q25,dst_port_info_q50,dst_port_info_q75,dst_port_info_n_nonnull,info_len_chars_mean,info_len_chars_std,info_len_chars_min,info_len_chars_max,info_len_chars_q25,info_len_chars_q50,info_len_chars_q75,info_len_chars_n_nonnull,ratio_proto_80211,ratio_proto_udp,ratio_proto_icmp,ratio_proto_eapol,ratio_flag_ack,ratio_flag_deauth,ratio_flag_qos_data,ratio_flag_qos_null,ratio_flag_beacon,ratio_flag_probe,ratio_flag_request,ratio_flag_response,ratio_flag_port_unreachable,ratio_flag_tello_cmd_port,ratio_src_is_mac,ratio_dst_is_mac,ratio_src_is_ip,ratio_dst_is_ip,ratio_dst_is_broadcast,ratio_source_is_missing,ratio_destination_is_missing,n_unique_source,n_unique_destination,n_unique_protocol,length_diff_abs_mean,length_diff_abs_std,sn_diff_mean,sn_diff_std,sn_diff_abs_mean,window_id,split
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,0,25,1,25,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.64,3.2,28.0,44.0,28.0,28.0,28.0,25.0,549.0,0.0,549.0,549.0,549.0,549.0,549.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,32.04,5.199999999999999,31.0,57.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.96,0.0,2,3,1,1.3333333333333333,4.517277620586239,,,,0,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,1,25,26,50,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0.0,0.0,,,,1,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,2,25,51,75,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.64,3.2,28.0,44.0,28.0,28.0,28.0,25.0,550.0,0.0,550.0,550.0,550.0,550.0,550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,32.04,5.199999999999999,31.0,57.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.96,0.0,2,3,1,1.3333333333333333,4.517277620586239,,,,2,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,3,25,76,100,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,33.28,23.287192474262188,28.0,144.0,28.0,28.0,28.0,25.0,692.0,199.4041122946064,551.0,833.0,621.5,692.0,762.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,33.56,9.028104267600517,31.0,69.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.92,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.04,0.92,0.0,3,4,1,11.0,32.650987068107746,-282.0,0.0,282.0,3,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,4,25,101,125,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,0.0,0.0,,,,4,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,5,25,126,150,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,0.0,0.0,,,,5,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,6,25,151,175,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,33.92,23.355798708957337,28.0,144.0,28.0,28.0,28.0,25.0,646.3333333333334,162.52486989175944,552.0,834.0,552.5,553.0,693.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,34.6,10.14889156509222,31.0,69.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.88,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.04,0.88,0.0,3,4,1,11.0,30.44596068018105,0.5,398.10111780802623,281.5,6,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,7,25,176,200,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0.0,0.0,,,,7,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,8,25,201,225,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0.0,0.0,,,,8,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,9,25,226,250,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,0.0,0.0,,,,9,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,0,25,251,275,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,29.28,4.430199393556307,28.0,44.0,28.0,28.0,28.0,25.0,554.5,0.7071067811865476,554.0,555.0,554.25,554.5,554.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,33.08,7.199074014528999,31.0,57.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.92,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.92,0.0,2,3,1,2.6666666666666665,6.0910959010150485,1.0,0.0,1.0,10,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,1,25,276,300,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,32.64,23.2,28.0,144.0,28.0,28.0,28.0,25.0,835.0,0.0,835.0,835.0,835.0,835.0,835.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,32.52,7.6,31.0,69.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.04,0.96,0.0,2,3,1,9.666666666666666,32.75026274925023,,,,11,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,2,25,301,325,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0.0,0.0,,,,12,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,3,25,326,350,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,0.0,0.0,,,,13,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,4,25,351,375,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,29.28,4.430199393556306,28.0,44.0,28.0,28.0,28.0,25.0,556.5,0.7071067811865476,556.0,557.0,556.25,556.5,556.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,33.08,7.199074014528999,31.0,57.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.92,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.92,0.0,2,3,1,2.6666666666666665,6.0910959010150485,1.0,0.0,1.0,14,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,5,25,376,400,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0.0,0.0,,,,15,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,6,25,401,425,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,32.64,23.2,28.0,144.0,28.0,28.0,28.0,25.0,836.0,0.0,836.0,836.0,836.0,836.0,836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,32.52,7.6,31.0,69.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.04,0.96,0.0,2,3,1,4.833333333333333,23.678400846904054,,,,16,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,7,25,426,450,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,29.28,4.430199393556306,28.0,44.0,28.0,28.0,28.0,25.0,558.5,0.7071067811865476,558.0,559.0,558.25,558.5,558.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,33.08,7.199074014528999,31.0,57.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,0.92,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.92,0.0,2,3,1,2.6666666666666665,6.0910959010150485,1.0,0.0,1.0,17,train
1,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_1,8,25,451,475,2021-09-12 04:34:00,2021-09-12 04:34:00,No Attack,No Attack,0,0.0,0,0,No Attack,0,safe,25,0,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,25.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0.0,0.0,,,,18,train
